This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Account Statement for D-68011054 (margin) since 8/15/25 through 4/6/26

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
,,,,BUY,+2,TO CLOSE,JPM,20 FEB 26,310,PUT,DEBIT,,,
,,1/6/26 14:17:39,SINGLE,BUY,+2,TO CLOSE,ARM,30 JAN 26,100,PUT,.93,LMT,DAY,FILLED
,,1/5/26 15:25:04,SINGLE,SELL,-1,TO OPEN,MSFT,20 FEB 26,450,PUT,8.10,LMT,DAY,FILLED
,,1/5/26 11:30:14,SINGLE,SELL,-2,TO OPEN,JPM,20 FEB 26,310,PUT,3.60,LMT,DAY,FILLED
,,1/5/26 11:28:28,SINGLE,SELL,-4,TO OPEN,NFLX,20 FEB 26,105,CALL,1.26,LMT,DAY,FILLED
,,1/5/26 10:17:29,SINGLE,BUY,+2,TO CLOSE,JPM,16 JAN 26,305,PUT,.93,LMT,DAY,FILLED
,,12/31/25 10:51:22,SINGLE,SELL,-2,TO OPEN,ORCL,20 FEB 26,180,PUT,5.55,LMT,DAY,FILLED
,,12/23/25 10:58:15,SINGLE,SELL,-2,TO OPEN,ARM,30 JAN 26,100,PUT,2.00,LMT,DAY,FILLED
,,12/12/25 14:05:51,SINGLE,BUY,+2,TO CLOSE,HOOD,16 JAN 26,120,PUT,8.45,LMT,DAY,FILLED
,,12/5/25 15:43:16,SINGLE,SELL,-2,TO OPEN,HOOD,16 JAN 26,120,PUT,5.45,LMT,DAY,FILLED
,,12/5/25 15:41:08,SINGLE,SELL,-2,TO OPEN,JPM,16 JAN 26,305,PUT,6.35,LMT,DAY,FILLED
,,8/30/25 00:11:00,STOCK,BUY,+1,TO OPEN,GOOGL,,,STOCK,11.00,LMT,DAY,CANCELED

Account Trade History
,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type
,4/6/26 12:01:26,SINGLE,SELL,-1,TO OPEN,BP,18 JUN 26,42,PUT,1.09,1.09,LMT
,4/6/26 11:59:08,SINGLE,SELL,-5,TO OPEN,HAL,17 APR 26,36,PUT,.42,.42,LMT
,4/6/26 11:56:10,SINGLE,SELL,-5,TO OPEN,DOW,17 APR 26,39,PUT,.94,.94,LMT
,3/2/26 13:57:11,SINGLE,SELL,-1,TO OPEN,JPM,17 APR 26,275,PUT,5.60,5.60,LMT
,2/20/26 12:09:55,SINGLE,BUY,+1,TO CLOSE,ORCL,20 MAR 26,165,PUT,21.10,21.10,LMT
,2/20/26 12:09:50,SINGLE,BUY,+1,TO CLOSE,QQQM,20 MAR 26,260,PUT,10.80,10.80,LMT
,2/6/26 11:25:51,SINGLE,BUY,+1,TO CLOSE,ORCL,20 MAR 26,165,PUT,28.35,28.35,LMT
,2/6/26 11:24:48,SINGLE,BUY,+1,TO CLOSE,MSFT,20 FEB 26,450,PUT,53.45,53.45,LMT
,1/29/26 12:25:00,DIAGONAL,SELL,-2,TO OPEN,ORCL,20 MAR 26,165,PUT,14.90,-3.20,LMT
,,,BUY,+2,TO CLOSE,ORCL,20 FEB 26,180,PUT,18.10,DEBIT,
,1/27/26 15:33:34,SINGLE,SELL,-1,TO OPEN,QQQM,20 MAR 26,260,PUT,6.60,6.60,LMT
,1/26/26 13:27:45,SINGLE,BUY,+4,TO CLOSE,NFLX,20 FEB 26,105,CALL,.13,.13,LMT
,1/26/26 13:25:28,SINGLE,BUY,+2,TO CLOSE,JPM,20 MAR 26,300,PUT,9.30,9.30,LMT
,1/23/26 12:23:33,DIAGONAL,SELL,-2,TO OPEN,JPM,20 MAR 26,300,PUT,11.35,-3.45,LMT
,,,BUY,+2,TO CLOSE,JPM,20 FEB 26,310,PUT,14.80,DEBIT,
,1/6/26 14:17:39,SINGLE,BUY,+2,TO CLOSE,ARM,30 JAN 26,100,PUT,.93,.93,LMT
,1/5/26 15:25:11,SINGLE,SELL,-1,TO OPEN,MSFT,20 FEB 26,450,PUT,8.20,8.20,LMT
,1/5/26 11:30:22,SINGLE,SELL,-2,TO OPEN,JPM,20 FEB 26,310,PUT,3.60,3.60,LMT
,1/5/26 11:28:28,SINGLE,SELL,-4,TO OPEN,NFLX,20 FEB 26,105,CALL,1.31,1.31,LMT
,1/5/26 10:17:38,SINGLE,BUY,+2,TO CLOSE,JPM,16 JAN 26,305,PUT,.84,.84,LMT
,12/31/25 10:51:22,SINGLE,SELL,-2,TO OPEN,ORCL,20 FEB 26,180,PUT,5.55,5.55,LMT
,12/23/25 10:58:18,SINGLE,SELL,-2,TO OPEN,ARM,30 JAN 26,100,PUT,2.04,2.04,LMT
,12/12/25 14:05:52,SINGLE,BUY,+2,TO CLOSE,HOOD,16 JAN 26,120,PUT,8.45,8.45,LMT
,12/5/25 15:43:16,SINGLE,SELL,-2,TO OPEN,HOOD,16 JAN 26,120,PUT,5.60,5.60,LMT
,12/5/25 15:41:09,SINGLE,SELL,-2,TO OPEN,JPM,16 JAN 26,305,PUT,6.65,6.65,LMT

Options
Symbol,Option Code,Exp,Strike,Type,Qty,Trade Price,Mark,Mark Value
HAL,HAL260417P36,17 APR 26,36,PUT,-5,.42,.425,($212.50)
JPM,JPM260417P275,17 APR 26,275,PUT,-1,5.60,1.885,($188.50)
DOW,DOW260417P39,17 APR 26,39,PUT,-5,.94,.78,($390.00)
BP,BP260618P42,18 JUN 26,42,PUT,-1,1.09,1.01,($101.00)
,OVERALL TOTALS,,,,,,,($892.00)

Profits and Losses
Symbol,Description,P/L Open,P/L %,P/L Day,P/L YTD,P/L Diff,Margin Req,Mark Value
ARM,ARM HLDGS PLC EQUITY Equity ADR,$0.00,0.00%,$0.00,$232.00,$232.00,$0.00,$0.00
BP,BP P L C ADR,$8.00,+7.34%,$8.00,$8.00,$8.00,$521.00,($101.00)
DOW,DOW INC,$80.00,+17.02%,$80.00,$80.00,$80.00,"$3,666.00",($390.00)
HAL,HALLIBURTON CO,($2.50),-1.19%,($2.50),($2.50),($2.50),"$3,084.50",($212.50)
JPM,JPMORGAN CHASE & CO,$371.50,+66.34%,$91.50,"($1,193.50)","($1,193.50)","$4,060.50",($188.50)
MSFT,MICROSOFT CORP,$0.00,0.00%,$0.00,"($4,525.00)","($4,525.00)",$0.00,$0.00
NFLX,NETFLIX INC,$0.00,0.00%,$0.00,$472.00,$472.00,$0.00,$0.00
ORCL,ORACLE CORP,$0.00,0.00%,$0.00,"($4,415.00)","($4,415.00)",$0.00,$0.00
QQQM,Invesco NASDAQ 100 ETF,$0.00,0.00%,$0.00,($420.00),($420.00),$0.00,$0.00
,OVERALL TOTALS,$457.00,+33.88%,$177.00,"($9,764.00)","($9,764.00)","$11,332.00",($892.00)

Forex Account Summary
Forex Cash,"$10,000.00"
Forex Unrealized P/L,$0.00
Forex Floating P/L,$0.00
Forex Equity,"$10,000.00"
Forex Margin,$0.00
Forex Buying Power,"$10,000.00"
Forex Risk Level,0.00%
Forex Commissions YTD,$0.00

Account Summary
Net Liquidating Value,"$90,458.65"
Stock Buying Power,"$160,037.30"
Option Buying Power,"$80,018.65"
Equity Commissions & Fees YTD,$27.73
Futures Commissions & Fees YTD,$0.00
Crypto Trading Fees YTD,N/A
Total Commissions & Fees YTD,$27.73
